ticket_id,customer_id,date,topic,text,status,priority,resolved_in_days
7ebd5fe5-153c-4df7-8e0c-cdaa608664c8,CUST_00028,2026-02-13,technical,The app crashes every time I try to run payroll.,open,medium,2.0
aa20e3fd-732e-4b45-88d5-448ccd5772ea,CUST_00028,2026-04-11,account,How do I export all my data before cancelling?,resolved,high,8.0
ab5b9527-77ed-4c23-ac0c-9664a22e1198,CUST_00028,2026-02-23,billing,Why did my subscription price increase without notice?,open,high,13.0
bb5c9449-0789-4d03-84be-6cf47d968d5b,CUST_00028,2026-02-14,technical,"I cannot log in to my account, password reset is not working.",pending,high,8.0
40061d60-9d5a-4e24-8936-802883330d44,CUST_00028,2026-05-02,feature,Is there a way to export data to Excel automatically?,resolved,medium,14.0
b27782cd-bf02-42ce-b2e6-082ecfb3591e,CUST_00028,2026-03-31,billing,I cancelled but was still billed. Please reverse this charge.,resolved,high,5.0
bc24f1c2-76af-41d6-9364-c50b82e4ee8c,CUST_00029,2026-03-26,feature,Is there a way to export data to Excel automatically?,open,high,14.0
f485e630-db95-4c75-b77d-891bb04b79ad,CUST_00029,2026-05-21,feature,Can you add support for multiple currencies?,pending,high,
712d9f8f-efed-4efa-b8e0-6dd2cabd3d36,CUST_00030,2026-04-29,technical,The app crashes every time I try to run payroll.,open,high,10.0
4840718b-9978-4fc1-8604-2e75a60a1795,CUST_00030,2026-05-03,feature,Is there a way to export data to Excel automatically?,open,high,12.0
57a64a7a-46f5-4a3f-9da9-e382f9bcf434,CUST_00030,2026-04-30,technical,Reports are not loading and just show a blank screen.,resolved,high,9.0
8af4720d-6d37-4c54-aa1b-add1ce272511,CUST_00031,2026-02-06,feature,Please add a dark mode to the dashboard.,pending,low,13.0
5a8093fc-4b15-41dc-9d7a-651207b867f7,CUST_00031,2025-09-24,feature,I need the ability to set recurring transactions.,open,medium,10.0
a4f6c6a9-96b7-4643-93d3-d39a4d7b0ad8,CUST_00031,2026-02-27,billing,I was charged twice this month and need a refund immediately.,open,medium,4.0
737ef075-0649-4414-bafb-ffce7920ee49,CUST_00031,2025-08-01,account,Can I downgrade my plan and keep my data?,pending,low,12.0
98d615c4-a998-4acb-8759-a3f94d37b364,CUST_00032,2025-07-10,technical,Reports are not loading and just show a blank screen.,pending,low,1.0
82891ad9-fbfe-4516-8503-77aa70da46ce,CUST_00033,2026-01-07,feature,Is there a way to export data to Excel automatically?,resolved,medium,2.0
bfcc5698-86b7-477c-b96d-e0869076be1b,CUST_00033,2026-03-23,billing,Why did my subscription price increase without notice?,open,high,1.0
3552e25e-6e69-4a3e-89d4-ede96fbbd3c2,CUST_00033,2026-04-18,account,How do I add a second user to my account?,resolved,medium,13.0
4feacd19-033d-4f45-be31-33f8690141a3,CUST_00033,2026-01-23,technical,"I cannot log in to my account, password reset is not working.",pending,low,8.0
a92fab92-f3c2-4e85-bfe9-2c9254a70eaf,CUST_00033,2026-02-27,account,Can I downgrade my plan and keep my data?,open,high,3.0
9d3b9dab-87d5-4873-ad79-48d902ab57b2,CUST_00034,2026-01-01,billing,"My invoice shows the wrong amount, please help.",resolved,high,6.0
1fba24ac-4544-4f7c-ad22-43e3bbd69295,CUST_00034,2024-09-04,feature,I need the ability to set recurring transactions.,resolved,high,8.0
6aea003c-d349-4e2f-8b78-86623f0e523a,CUST_00034,2025-12-25,account,Can I downgrade my plan and keep my data?,open,low,8.0
eb6c0554-2f56-48ed-a5f8-837b77871d10,CUST_00035,2026-01-11,technical,The app crashes every time I try to run payroll.,open,medium,4.0
448c81a1-3767-42c9-9515-61ae0188bfa3,CUST_00036,2026-03-09,technical,My bank connection keeps disconnecting every few days.,open,high,
2d8af215-96ab-4e31-bb7b-cfb05df54dca,CUST_00036,2025-12-20,feature,I need the ability to set recurring transactions.,resolved,high,6.0
1cd01253-57b2-4327-80af-94ed715b8680,CUST_00036,2025-08-20,account,Can I downgrade my plan and keep my data?,pending,high,3.0
8bd00887-ba3e-46d5-bb4b-540e3584eb22,CUST_00036,2025-07-16,account,I need to update my business address and tax ID.,resolved,high,3.0
f9479a14-0e6a-404d-80e2-725081dad353,CUST_00036,2025-11-05,technical,"I cannot log in to my account, password reset is not working.",pending,high,9.0
6ed4b85c-f05b-46c1-9f79-0011c6459f74,CUST_00036,2025-12-21,account,How do I export all my data before cancelling?,resolved,high,3.0
d0297c5b-6dfc-4921-a0ae-a622b25d9e61,CUST_00036,2025-07-31,billing,I was charged twice this month and need a refund immediately.,pending,medium,4.0
f4e6dea9-8e69-4145-828b-8a63d4ac213d,CUST_00036,2025-11-25,account,I need to update my business address and tax ID.,pending,high,9.0
d1b09712-7d45-4691-8d49-925909171fbf,CUST_00037,2026-04-19,feature,I need the ability to set recurring transactions.,open,low,4.0
d639678e-b510-487c-a096-ba0b35127d12,CUST_00037,2026-04-06,account,How do I export all my data before cancelling?,resolved,low,5.0
6f3394d9-b2b8-4049-9c4e-a26a82135016,CUST_00037,2026-04-12,billing,Why did my subscription price increase without notice?,pending,medium,6.0
7af4b026-b57e-4861-845d-fe8904bf31d0,CUST_00037,2026-04-17,billing,I cancelled but was still billed. Please reverse this charge.,open,high,
289ac7eb-0981-449c-8f4f-b18e5c790ecf,CUST_00038,2026-04-17,feature,I need the ability to set recurring transactions.,pending,medium,
66226814-5351-4b2d-b512-6e5933e1e3c1,CUST_00038,2026-04-14,billing,I was charged twice this month and need a refund immediately.,pending,high,1.0
ad667032-7825-46f8-9ab2-9e4ba43ba56b,CUST_00039,2026-03-24,feature,Is there a way to export data to Excel automatically?,pending,high,6.0
77606503-9f32-4d68-8e3f-afa1da868717,CUST_00039,2025-10-17,billing,Why did my subscription price increase without notice?,pending,medium,12.0
a95373c9-7174-47ef-9f79-f54f41cf2188,CUST_00040,2025-12-24,technical,The app crashes every time I try to run payroll.,open,low,7.0
65135849-040f-45b3-bf82-6ec9dd11df65,CUST_00040,2026-01-12,feature,Can you add support for multiple currencies?,open,medium,
f5bcf39e-64af-4f03-a2e2-bfc996966912,CUST_00041,2026-05-04,account,How do I export all my data before cancelling?,pending,low,2.0
3dd1584c-7df5-4343-b7c8-4ca3c5600884,CUST_00041,2026-04-22,feature,Please add a dark mode to the dashboard.,open,medium,8.0
617cf768-8248-4513-b3c9-110801e71332,CUST_00041,2026-05-04,billing,Why did my subscription price increase without notice?,open,low,5.0
37ece22b-fbcd-46b6-94df-fef3ea13788d,CUST_00042,2026-04-16,billing,Why did my subscription price increase without notice?,pending,low,11.0
ea32dc97-a478-47bd-b70b-112b09e2bffc,CUST_00042,2025-11-05,billing,I cancelled but was still billed. Please reverse this charge.,pending,medium,10.0
08963e76-153d-4d3e-b15c-3cd5a7bfbc4d,CUST_00042,2025-11-16,billing,I was charged twice this month and need a refund immediately.,open,medium,14.0
8043ea19-fc87-4543-a7d1-2c6b6590f0db,CUST_00042,2026-02-27,billing,Why did my subscription price increase without notice?,open,medium,13.0
7e138b6d-4913-463c-9c1e-0ca04755c9f5,CUST_00043,2026-01-11,technical,"I cannot log in to my account, password reset is not working.",pending,medium,6.0
18675b3c-52eb-4e19-8643-fa3c95477726,CUST_00044,2026-03-28,technical,The app crashes every time I try to run payroll.,open,low,8.0
fb854ccb-5893-4f42-922d-a37d9c692431,CUST_00044,2025-08-21,technical,The app crashes every time I try to run payroll.,pending,high,11.0
2f7cfa9c-50fc-48b7-839d-0f019c4d43b4,CUST_00044,2025-06-25,account,How do I export all my data before cancelling?,pending,low,
4ebb22ee-22d3-472f-85ef-7908dc8eb75e,CUST_00044,2025-12-11,billing,I was charged twice this month and need a refund immediately.,pending,low,10.0
33114ae5-5e16-4cef-83ee-2f871a0e92dc,CUST_00045,2025-11-23,account,How do I export all my data before cancelling?,pending,high,8.0
80999b07-d333-4bef-af06-46200bca0c1d,CUST_00045,2025-09-12,feature,Please add a dark mode to the dashboard.,resolved,high,14.0
48a2f09f-e1a8-4888-ba84-facc7213d28e,CUST_00045,2025-05-04,technical,The app crashes every time I try to run payroll.,open,high,7.0
05f0edb2-a2f9-4078-98ca-cd1b9baec7fb,CUST_00045,2025-02-17,technical,"I cannot log in to my account, password reset is not working.",pending,high,10.0
e769267f-b3fb-4cd0-8f33-32312ddb3ee3,CUST_00045,2025-11-28,technical,"I cannot log in to my account, password reset is not working.",open,medium,12.0
41b78df5-ca70-431f-9556-5e22a8a6cf7d,CUST_00045,2025-10-25,technical,My bank connection keeps disconnecting every few days.,resolved,high,14.0
d0e2a035-899b-46c8-a60c-7fa9e19d5d40,CUST_00045,2025-08-20,billing,I cancelled but was still billed. Please reverse this charge.,open,low,7.0
246d7344-58b2-4589-bccf-504e23e8a63c,CUST_00045,2026-03-09,technical,Reports are not loading and just show a blank screen.,resolved,high,13.0
f9c3aa3e-239b-4132-aa3d-2fb621808323,CUST_00046,2025-06-05,billing,I cancelled but was still billed. Please reverse this charge.,pending,low,
964b4200-da1c-49ed-809a-e93a0b418801,CUST_00046,2026-02-21,technical,"I cannot log in to my account, password reset is not working.",resolved,high,2.0
6048e39e-da37-488b-906c-9e6564a5190f,CUST_00047,2024-09-05,technical,"I cannot log in to my account, password reset is not working.",resolved,medium,6.0
a797604e-2590-4463-975e-56acb015a9a3,CUST_00048,2025-10-16,feature,I need the ability to set recurring transactions.,resolved,low,4.0
6b295b67-2aa0-44a3-89d8-101bc75cc681,CUST_00049,2025-12-14,feature,Please add a dark mode to the dashboard.,resolved,low,
13a8fa2a-5e4f-4218-88a4-8997edf2d4d9,CUST_00049,2026-01-14,technical,Reports are not loading and just show a blank screen.,pending,high,13.0
f118bfd9-df53-4a6a-96c8-b48895e9434b,CUST_00049,2026-01-25,feature,I need the ability to set recurring transactions.,resolved,low,10.0
cc8c142d-0901-402d-85bd-e2c5d30d859a,CUST_00049,2026-04-01,technical,The app crashes every time I try to run payroll.,open,low,
6687c564-5f85-4be7-8f8c-67c4129cd2d7,CUST_00050,2026-05-22,billing,"My invoice shows the wrong amount, please help.",resolved,high,4.0
7ea87bab-bff0-4224-ad73-d546926adc14,CUST_00050,2025-12-09,technical,My bank connection keeps disconnecting every few days.,resolved,low,
f9d0fe07-25d2-4e45-bd9f-4e16a825df9a,CUST_00051,2026-03-08,feature,Is there a way to export data to Excel automatically?,open,medium,5.0
0be66d19-a180-4bd9-89b4-c2cd00c859eb,CUST_00051,2025-10-30,billing,"My invoice shows the wrong amount, please help.",resolved,low,12.0
c9912fbc-641c-4fdb-999a-22a8d4acd78f,CUST_00051,2025-10-31,technical,The app crashes every time I try to run payroll.,pending,high,
0613e2c4-c8ab-48d0-a43e-06c606bf1743,CUST_00051,2026-03-13,feature,I need the ability to set recurring transactions.,open,high,13.0
8845a38d-a8cc-4142-9bf7-5befec2f758a,CUST_00052,2025-08-12,account,How do I add a second user to my account?,resolved,high,4.0
a36ddcd0-e7fb-4267-ba87-44aeb74834e7,CUST_00053,2026-03-16,account,How do I export all my data before cancelling?,pending,medium,
bb9e0cb6-cd72-46ae-8f16-b026c557408a,CUST_00053,2026-03-15,technical,"I cannot log in to my account, password reset is not working.",pending,low,12.0
fa093166-e5f3-4ff5-97a3-edadfde2587d,CUST_00053,2026-02-15,billing,"My invoice shows the wrong amount, please help.",open,low,14.0
1ef6603b-2259-4bfe-96a7-6cc18d26846a,CUST_00054,2025-01-23,billing,I was charged twice this month and need a refund immediately.,pending,medium,
beb3edc7-33d4-4235-9f8a-c10ad5b40b6a,CUST_00054,2025-09-28,technical,"I cannot log in to my account, password reset is not working.",pending,medium,
558eb1ab-3711-4884-9d70-affd0cdce44a,CUST_00054,2025-02-08,account,How do I export all my data before cancelling?,pending,medium,8.0
f20ca14f-7756-41c5-a83e-962bb8e65c5b,CUST_00056,2025-08-02,technical,The app crashes every time I try to run payroll.,open,medium,
1e532d72-6e17-4fa9-b450-f4a700d9e84e,CUST_00056,2024-12-13,technical,My bank connection keeps disconnecting every few days.,resolved,medium,12.0
e8727d8b-b7d2-4e05-ba8d-ea707e8595d8,CUST_00056,2024-08-15,billing,Why did my subscription price increase without notice?,resolved,medium,13.0
859de4eb-3550-4d28-82be-76c5a97f9eeb,CUST_00057,2025-10-10,billing,I cancelled but was still billed. Please reverse this charge.,resolved,low,
07c78edf-91fa-4dee-afbf-4f3de27fdff5,CUST_00057,2025-09-04,technical,"I cannot log in to my account, password reset is not working.",open,low,5.0
c7b14483-5c45-443e-af96-eeb243d650e6,CUST_00057,2025-07-30,feature,Please add a dark mode to the dashboard.,open,high,9.0
d2a093d4-9b12-4502-bce2-f28cde53577f,CUST_00057,2025-10-13,feature,I need the ability to set recurring transactions.,pending,low,2.0
c3f31ff1-e5b0-4c6b-b0c6-eda0426c0924,CUST_00058,2026-03-30,account,Can I downgrade my plan and keep my data?,resolved,high,13.0
791ed9a1-dbf8-450a-befe-7c7ce6e75c92,CUST_00058,2026-05-08,technical,The app crashes every time I try to run payroll.,pending,low,5.0
117ca41d-861e-45e1-bb47-a66b3b7f780d,CUST_00058,2026-03-28,technical,Reports are not loading and just show a blank screen.,pending,low,7.0
8b9f9314-dde0-486c-b077-2a84c0bb399a,CUST_00058,2026-04-09,billing,I was charged twice this month and need a refund immediately.,open,low,14.0
de1df5dc-f717-48c9-8652-abe2dd0a21cd,CUST_00059,2025-08-31,billing,I cancelled but was still billed. Please reverse this charge.,open,high,12.0
4a769aa7-9685-4a7f-b055-a87be3320763,CUST_00060,2025-01-12,technical,My bank connection keeps disconnecting every few days.,open,high,11.0
41da8670-8a0c-4d3a-a6b2-bb6eff3240b8,CUST_00061,2024-12-28,technical,The app crashes every time I try to run payroll.,open,high,7.0
cba83074-f2bb-4f11-a69d-989cd88aa097,CUST_00061,2025-06-20,feature,I need the ability to set recurring transactions.,open,high,12.0
5a2c992b-5a2c-48fb-b08c-057c5cd1b3e4,CUST_00061,2025-05-19,technical,The app crashes every time I try to run payroll.,open,high,11.0
89f7052d-4d43-4bb0-8600-6cb9be9b78fa,CUST_00061,2026-01-14,technical,The app crashes every time I try to run payroll.,pending,high,4.0
f285286a-d1af-471f-894c-d00c22eb72cd,CUST_00061,2026-01-29,account,How do I export all my data before cancelling?,pending,high,13.0
354008d4-2c9d-4943-ab04-fd05bfbe5378,CUST_00062,2026-03-20,account,How do I export all my data before cancelling?,open,high,9.0
f6ae92d1-478f-4d7e-ab2c-a710ebd8b0cb,CUST_00063,2025-07-08,billing,"My invoice shows the wrong amount, please help.",open,low,
7025435f-1b69-4674-917f-4c6af664f8a1,CUST_00063,2026-04-12,feature,I need the ability to set recurring transactions.,pending,medium,
415c0d85-3ed3-44e0-b377-dec59d17b720,CUST_00063,2025-12-16,billing,Why did my subscription price increase without notice?,pending,low,4.0
9d516e8a-61fe-4cd5-ae43-e401f2899b1a,CUST_00063,2025-02-01,technical,Reports are not loading and just show a blank screen.,resolved,low,1.0
235ff37b-72e3-4cfb-9ef2-f72129d4ca9f,CUST_00064,2025-09-24,billing,"My invoice shows the wrong amount, please help.",resolved,high,6.0
d125d447-8da4-43eb-b284-686cce38a770,CUST_00064,2025-07-19,billing,I cancelled but was still billed. Please reverse this charge.,pending,high,7.0
545085d6-cb66-4d6a-95f3-2428ef259b76,CUST_00064,2026-03-09,feature,Is there a way to export data to Excel automatically?,pending,high,4.0
a98cb30a-b2c2-40f5-94a6-10e03a55b882,CUST_00064,2025-09-13,feature,Please add a dark mode to the dashboard.,pending,medium,
cd69df6c-db1d-4fe6-bd98-86315a6fef25,CUST_00064,2026-01-06,billing,Why did my subscription price increase without notice?,open,high,13.0
1e5be7d8-cbd2-4817-9752-a06c4a697e95,CUST_00065,2025-12-22,feature,Please add a dark mode to the dashboard.,open,medium,
63cba09b-4f8e-4468-97d3-0e4b84379391,CUST_00065,2025-11-07,billing,I was charged twice this month and need a refund immediately.,open,high,3.0
b7c5b83a-a78f-4ff3-8fb6-1470ad9994fd,CUST_00066,2025-09-01,account,Can I downgrade my plan and keep my data?,pending,low,6.0
d7b4976e-8c29-4860-8655-4e45488b1dee,CUST_00067,2026-01-11,billing,Why did my subscription price increase without notice?,resolved,medium,4.0
545c6519-8567-4560-bf54-f6a49c2ac2ef,CUST_00067,2024-08-17,technical,"I cannot log in to my account, password reset is not working.",pending,high,14.0
c1635f20-b695-4d43-babf-9321092ccf40,CUST_00067,2025-04-25,feature,Is there a way to export data to Excel automatically?,resolved,low,11.0
3c7a90d6-263f-4142-bfa7-170106e92874,CUST_00067,2025-09-23,billing,"My invoice shows the wrong amount, please help.",resolved,low,7.0
91286616-3e72-4336-95f0-d93eb074db85,CUST_00068,2026-04-19,account,How do I export all my data before cancelling?,pending,low,2.0
7aecba40-1d18-4d37-a911-d48455028175,CUST_00068,2026-05-14,technical,Reports are not loading and just show a blank screen.,open,low,12.0
8d04bc49-2a81-42c9-9024-0045c77e91f3,CUST_00068,2026-05-03,account,Can I downgrade my plan and keep my data?,pending,high,12.0
93aaf1a7-6216-43d7-8a1d-57198237d8e0,CUST_00069,2024-07-04,account,I need to update my business address and tax ID.,resolved,low,
41aa9726-f822-442d-9c91-2dd23295e5df,CUST_00069,2026-01-04,technical,Reports are not loading and just show a blank screen.,pending,medium,2.0
36f55a79-6220-432e-bf10-e42860dbd10e,CUST_00069,2024-09-26,technical,The app crashes every time I try to run payroll.,resolved,high,3.0
3cc79708-fb97-402b-8142-ef420b95bce5,CUST_00069,2025-06-15,feature,I need the ability to set recurring transactions.,pending,high,13.0
9e974f08-1954-42c5-a886-ef58540e5ff7,CUST_00069,2025-10-30,account,How do I add a second user to my account?,pending,low,
135e457b-9327-41f9-8b87-07b8ae0a7abb,CUST_00072,2026-01-23,account,I need to update my business address and tax ID.,resolved,medium,
fa63f046-c1ef-4660-a5e3-88eeb3e7a17f,CUST_00072,2025-03-21,technical,"I cannot log in to my account, password reset is not working.",resolved,medium,
2276411e-5d2e-46d1-89eb-a8e3ab45b167,CUST_00072,2024-12-07,feature,I need the ability to set recurring transactions.,pending,medium,14.0
24a7ea65-277b-42e4-bd81-f33c2dfdce8f,CUST_00073,2026-01-10,feature,Please add a dark mode to the dashboard.,resolved,low,1.0
d06f9a8a-1965-4417-a45b-e3f3f317eb3d,CUST_00073,2026-02-09,account,How do I export all my data before cancelling?,open,medium,
e9530266-e3eb-46c2-8c2c-f5e597925272,CUST_00073,2026-05-13,feature,Is there a way to export data to Excel automatically?,open,high,12.0
cbead1e1-f8ef-490a-b374-1c57ff68cd84,CUST_00074,2025-08-28,technical,"I cannot log in to my account, password reset is not working.",resolved,medium,11.0
3fe41c0c-113f-4308-a64b-b315ea710a1f,CUST_00074,2026-05-20,feature,Can you add support for multiple currencies?,resolved,medium,
ebcb2005-b75a-401b-ad19-e3fb8908abdd,CUST_00074,2025-12-31,billing,"My invoice shows the wrong amount, please help.",open,medium,10.0
aec436c0-64d4-49a1-8bf2-b3cd56477ae8,CUST_00074,2025-10-17,account,I need to update my business address and tax ID.,pending,low,1.0
dd7829ea-af6d-478f-ab68-455a27570286,CUST_00075,2025-11-15,account,I need to update my business address and tax ID.,resolved,high,
bd15c54a-bbab-4f4c-acb8-4cc673daa986,CUST_00075,2025-08-13,billing,I cancelled but was still billed. Please reverse this charge.,open,high,9.0
f980edb2-52f5-4031-948d-8d59de8717af,CUST_00075,2025-09-03,feature,Please add a dark mode to the dashboard.,open,medium,11.0
3209ff89-388b-4017-ad7b-890c8542cc74,CUST_00076,2026-05-16,account,I need to update my business address and tax ID.,resolved,low,13.0
9e434ce7-320e-46de-aad6-f82bd402be6f,CUST_00076,2026-05-09,technical,"I cannot log in to my account, password reset is not working.",resolved,low,13.0
3b0e299d-6a24-48b4-99e5-3990a30361f4,CUST_00076,2026-05-07,feature,Is there a way to export data to Excel automatically?,open,high,2.0
